//DATASET,
//created,Wed, 24 Feb 2021 21:47:26 GMT

//TRACE,Optical Spectrum,Input 1 (Run 1) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
194.2,0.3353
194.8,-0.8032
195.1,0.015
195.2,0.7286
195.4,2.6652
195.5,3.757
195.7,5.7391



//TRACE,Optical Spectrum,Input 1 (Run 15) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-61.1074
191.8095,192.0094,-60.5156
192.0094,192.2092,-60.088
192.2092,192.4091,-59.8842
192.4091,192.6089,-59.9265
192.6089,192.8088,-60.1797
192.8088,193.0086,-60.5427
193.0086,193.2084,-60.8666
193.2084,193.4083,-61.0027
193.4083,193.6081,-60.8727
193.6081,193.808,-60.5268
193.808,194.0078,-60.1443
194.0078,194.2077,-59.9579
194.2077,194.4075,-60.1192
194.4075,194.6073,-60.5747
194.6073,194.8072,-61.0275
194.8072,195.007,-61.0387
195.007,195.2069,-60.2606
195.2069,195.4067,-58.6404
195.4067,195.6066,-56.5387
195.6066,195.8064,-54.6092
195.8064,196.0062,-53.535
196.0062,196.2061,-53.7387

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-1.3872
191.7,-1.0749
191.9,-0.5203
192.1,-0.1206
192.2,0.0006
192.3,0.0624
192.4,0.0626
192.7,-0.2664
192.8,-0.4523
192.9,-0.6495
193,-0.8387
193.2,-1.115
193.3,-1.1702
193.5,-1.0789
193.6,-0.943
193.8,-0.5817
193.9,-0.4123
194,-0.2905
194.2,-0.2794
194.4,-0.6218
194.5,-0.8806
194.9,-1.4349
195.1,-0.7357
195.2,-0.0558
195.3,0.8081
195.4,1.8065
195.5,2.8613
195.6,3.8837
195.7,4.7803
195.8,5.4643
195.9,5.8729



//TRACE,Optical Spectrum,Input 1 (Run 16) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.1233
191.8095,192.0094,-59.4615
192.0094,192.2092,-58.97
192.2092,192.4091,-58.7104
192.4091,192.6089,-58.7055
192.6089,192.8088,-58.9186
192.8088,193.0086,-59.2449
193.0086,193.2084,-59.5309
193.2084,193.4083,-59.6243
193.4083,193.6081,-59.4459
193.6081,193.808,-59.0482
193.808,194.0078,-58.6154
194.0078,194.2077,-58.3842
194.2077,194.4075,-58.5059
194.4075,194.6073,-58.9183
194.6073,194.8072,-59.3089
194.8072,195.007,-59.2237
195.007,195.2069,-58.3094
195.2069,195.4067,-56.5181
195.4067,195.6066,-54.2346
195.6066,195.8064,-52.1515
195.8064,196.0062,-50.9925
196.0062,196.2061,-51.2055

//Parameterized
#Frequency,Power
#(THz),(dBm)
192.3,1.2143
192.6,1.1085
194.3,1.1742
194.4,0.9812
194.5,0.7431
194.9,0.3388



//TRACE,Optical Spectrum,Input 1 (Run 17) 
//NoiseBins
#LowerFrequency,UpperFrequency,Power
#(THz),(THz),(dBm)
191.6097,191.8095,-60.6483
191.8095,192.0094,-60.0239
192.0094,192.2092,-59.5666
192.2092,192.4091,-59.3367
192.4091,192.6089,-59.357
192.6089,192.8088,-59.5914
192.8088,193.0086,-59.9372
193.0086,193.2084,-60.2433
193.2084,193.4083,-60.3594
193.4083,193.6081,-60.2068
193.6081,193.808,-59.8368
193.808,194.0078,-59.4309
194.0078,194.2077,-59.2236
194.2077,194.4075,-59.3664
194.4075,194.6073,-59.8016
194.6073,194.8072,-60.2251
194.8072,195.007,-60.1913
195.007,195.2069,-59.3498
195.2069,195.4067,-57.6502
195.4067,195.6066,-55.4643
195.6066,195.8064,-53.4635
195.8064,196.0062,-52.3499
196.0062,196.2061,-52.5579

//Parameterized
#Frequency,Power
#(THz),(dBm)
191.6,-0.9581
191.7,-0.6284
191.8,-0.3193
191.9,-0.0403
192,0.1988
192.1,0.3898
192.2,0.5246
192.3,0.599
192.4,0.6106
192.5,0.5617
192.6,0.4576
192.7,0.3099
192.8,0.1321
